����,������,�Ƕ�ռ����,��ռ����,�Ƕ�ռ���� %,��ռ���� %,ģ����,
41,"[δ֪]",11,0,0.65,0.00,"[δ֪]",
42,"[δ֪]",6,1,0.35,0.06,"[δ֪]",
43,"[jscript9.dll]",5,1,0.30,0.06,"jscript9.dll",
44,"[jscript9.dll]",4,2,0.24,0.12,"jscript9.dll",
45,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
46,"[jscript9.dll]",2,2,0.12,0.12,"jscript9.dll",
42,"[jscript9.dll]",5,0,0.30,0.00,"jscript9.dll",
43,"[jscript9.dll]",5,0,0.30,0.00,"jscript9.dll",
44,"[jscript9.dll]",5,1,0.30,0.06,"jscript9.dll",
45,"[jscript9.dll]",4,1,0.24,0.06,"jscript9.dll",
46,"[jscript9.dll]",3,0,0.18,0.00,"jscript9.dll",
47,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
48,"[msvcrt.dll]",1,1,0.06,0.06,"msvcrt.dll",
47,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
48,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
49,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
47,"[bcrypt.dll]",1,0,0.06,0.00,"bcrypt.dll",
48,"[bcrypt.dll]",1,0,0.06,0.00,"bcrypt.dll",
49,"[bcrypt.dll]",1,0,0.06,0.00,"bcrypt.dll",
50,"[bcryptprimitives.dll]",1,0,0.06,0.00,"bcryptprimitives.dll",
51,"[bcryptprimitives.dll]",1,0,0.06,0.00,"bcryptprimitives.dll",
52,"[bcryptprimitives.dll]",1,0,0.06,0.00,"bcryptprimitives.dll",
53,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
41,"[jscript9.dll]",3,0,0.18,0.00,"jscript9.dll",
42,"[jscript9.dll]",3,0,0.18,0.00,"jscript9.dll",
43,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
44,"[jscript9.dll]",2,1,0.12,0.06,"jscript9.dll",
45,"[jscript9.dll]",1,1,0.06,0.06,"jscript9.dll",
43,"[mshtml.dll]",1,1,0.06,0.06,"mshtml.dll",
40,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
41,"[jscript9.dll]",2,0,0.12,0.00,"jscript9.dll",
42,"[jscript9.dll]",2,1,0.12,0.06,"jscript9.dll",
43,"[jscript9.dll]",1,0,0.06,0.00,"jscript9.dll",
44,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
45,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
46,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
47,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
48,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
49,"[mshtml.dll]",1,1,0.06,0.06,"mshtml.dll",
39,"[jscript9.dll]",5,1,0.30,0.06,"jscript9.dll",
40,"[jscript9.dll]",4,1,0.24,0.06,"jscript9.dll",
41,"[jscript9.dll]",2,1,0.12,0.06,"jscript9.dll",
42,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
43,"[mshtml.dll]",1,1,0.06,0.06,"mshtml.dll",
41,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
42,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
43,"[mshtml.dll]",1,1,0.06,0.06,"mshtml.dll",
33,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
34,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
35,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
36,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
39,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
40,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
41,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
42,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
43,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
44,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
45,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
46,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
47,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
48,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
49,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
50,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
51,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
52,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
53,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
54,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
55,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
56,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
57,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
58,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
59,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
60,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
61,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
62,"[wow64.dll]",1,1,0.06,0.06,"wow64.dll",
36,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
37,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
38,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
39,"[comctl32.dll]",1,1,0.06,0.06,"comctl32.dll",
33,"[KernelBase.dll]",1,1,0.06,0.06,"KernelBase.dll",
31,"[jscript9.dll]",5,0,0.30,0.00,"jscript9.dll",
32,"[jscript9.dll]",5,1,0.30,0.06,"jscript9.dll",
33,"[jscript9.dll]",3,1,0.18,0.06,"jscript9.dll",
34,"[combase.dll]",2,0,0.12,0.00,"combase.dll",
35,"[ntdll.dll]",2,2,0.12,0.12,"ntdll.dll",
33,"[KernelBase.dll]",1,1,0.06,0.06,"KernelBase.dll",
31,"[kernel32.dll]",1,1,0.06,0.06,"kernel32.dll",
31,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
32,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
31,"[oleaut32.dll]",1,1,0.06,0.06,"oleaut32.dll",
30,"[win32u.dll]",5,0,0.30,0.00,"win32u.dll",
31,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
32,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
33,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
34,"[ntdll.dll]",5,0,0.30,0.00,"ntdll.dll",
35,"[wow64.dll]",5,0,0.30,0.00,"wow64.dll",
36,"[wow64.dll]",5,0,0.30,0.00,"wow64.dll",
37,"[wow64cpu.dll]",5,0,0.30,0.00,"wow64cpu.dll",
38,"[wow64cpu.dll]",5,0,0.30,0.00,"wow64cpu.dll",
39,"[wow64cpu.dll]",5,5,0.30,0.30,"wow64cpu.dll",
30,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
31,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
32,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
33,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
36,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
37,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
38,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
39,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
40,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
29,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
27,"[msvcrt.dll]",1,1,0.06,0.06,"msvcrt.dll",
26,"[msvcrt.dll]",3,3,0.18,0.18,"msvcrt.dll",
25,"[SogouPY.ime]",7,0,0.41,0.00,"SogouPY.ime",
26,"[SogouPY.ime]",7,0,0.41,0.00,"SogouPY.ime",
27,"[SogouPY.ime]",7,0,0.41,0.00,"SogouPY.ime",
28,"[SogouPY.ime]",7,0,0.41,0.00,"SogouPY.ime",
29,"[SogouPY.ime]",7,0,0.41,0.00,"SogouPY.ime",
30,"[SogouPY.ime]",7,0,0.41,0.00,"SogouPY.ime",
31,"[SogouPY.ime]",7,0,0.41,0.00,"SogouPY.ime",
32,"[SogouPY.ime]",6,0,0.35,0.00,"SogouPY.ime",
33,"[SogouPY.ime]",6,0,0.35,0.00,"SogouPY.ime",
34,"[SogouPY.ime]",5,2,0.30,0.12,"SogouPY.ime",
35,"[SogouPY.ime]",3,0,0.18,0.00,"SogouPY.ime",
36,"[SogouPY.ime]",3,0,0.18,0.00,"SogouPY.ime",
37,"[SogouPY.ime]",3,0,0.18,0.00,"SogouPY.ime",
38,"[SogouPY.ime]",2,0,0.12,0.00,"SogouPY.ime",
39,"[SogouPY.ime]",2,0,0.12,0.00,"SogouPY.ime",
40,"[SogouPY.ime]",2,1,0.12,0.06,"SogouPY.ime",
41,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
42,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
43,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
44,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
45,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
46,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
47,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
48,"[SogouPY.ime]",1,0,0.06,0.00,"SogouPY.ime",
49,"[gdi32.dll]",1,0,0.06,0.00,"gdi32.dll",
50,"[gdi32full.dll]",1,0,0.06,0.00,"gdi32full.dll",
51,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
52,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
53,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
54,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
55,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
56,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
57,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
58,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
59,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
60,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
38,"[gdi32.dll]",1,0,0.06,0.00,"gdi32.dll",
39,"[gdi32full.dll]",1,0,0.06,0.00,"gdi32full.dll",
40,"[gdi32full.dll]",1,0,0.06,0.00,"gdi32full.dll",
41,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
42,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
43,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
44,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
45,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
46,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
47,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
48,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
49,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
50,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
51,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
52,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
34,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
35,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
39,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
40,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
41,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
42,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
43,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
44,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
45,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
32,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
33,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
37,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
38,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
39,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
40,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
41,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
42,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
43,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
25,"[CoreMessaging.dll]",2,0,0.12,0.00,"CoreMessaging.dll",
26,"[CoreMessaging.dll]",2,0,0.12,0.00,"CoreMessaging.dll",
27,"[CoreMessaging.dll]",2,1,0.12,0.06,"CoreMessaging.dll",
28,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
29,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
30,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
31,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
32,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
33,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
34,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
35,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
36,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
37,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
38,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
39,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
40,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
41,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
42,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
43,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
44,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
45,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
46,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
47,"[CoreMessaging.dll]",1,0,0.06,0.00,"CoreMessaging.dll",
48,"[CoreUIComponents.dll]",1,0,0.06,0.00,"CoreUIComponents.dll",
49,"[CoreUIComponents.dll]",1,0,0.06,0.00,"CoreUIComponents.dll",
50,"[CoreUIComponents.dll]",1,0,0.06,0.00,"CoreUIComponents.dll",
51,"[CoreUIComponents.dll]",1,0,0.06,0.00,"CoreUIComponents.dll",
52,"[CoreUIComponents.dll]",1,0,0.06,0.00,"CoreUIComponents.dll",
53,"[TextInputFramework.dll]",1,0,0.06,0.00,"TextInputFramework.dll",
54,"[TextInputFramework.dll]",1,0,0.06,0.00,"TextInputFramework.dll",
55,"[TextInputFramework.dll]",1,0,0.06,0.00,"TextInputFramework.dll",
56,"[TextInputFramework.dll]",1,0,0.06,0.00,"TextInputFramework.dll",
57,"[TextInputFramework.dll]",1,0,0.06,0.00,"TextInputFramework.dll",
58,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
59,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
60,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
61,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
62,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
63,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
64,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
65,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
66,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
67,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
68,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
69,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
70,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
71,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
72,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
73,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
74,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
75,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
76,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
77,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
78,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
79,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
80,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
81,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
82,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
83,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
84,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
85,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
86,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
87,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
88,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
89,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
90,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
91,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
92,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
93,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
94,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
95,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
96,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
97,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
98,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
99,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
100,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
101,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
102,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
103,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
104,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
105,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
106,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
107,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
108,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
109,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
110,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
111,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
112,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
113,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
114,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
115,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
116,"[wow64.dll]",1,1,0.06,0.06,"wow64.dll",
24,"[mshtml.dll]",14,0,0.83,0.00,"mshtml.dll",
25,"[mshtml.dll]",14,0,0.83,0.00,"mshtml.dll",
26,"[mshtml.dll]",14,0,0.83,0.00,"mshtml.dll",
27,"[mshtml.dll]",13,0,0.77,0.00,"mshtml.dll",
28,"[mshtml.dll]",13,0,0.77,0.00,"mshtml.dll",
29,"[mshtml.dll]",13,1,0.77,0.06,"mshtml.dll",
30,"[mshtml.dll]",12,1,0.71,0.06,"mshtml.dll",
31,"[mshtml.dll]",11,3,0.65,0.18,"mshtml.dll",
32,"[mshtml.dll]",8,0,0.47,0.00,"mshtml.dll",
33,"[mshtml.dll]",8,3,0.47,0.18,"mshtml.dll",
34,"[mshtml.dll]",5,0,0.30,0.00,"mshtml.dll",
35,"[mshtml.dll]",5,1,0.30,0.06,"mshtml.dll",
36,"[mshtml.dll]",3,0,0.18,0.00,"mshtml.dll",
37,"[mshtml.dll]",3,0,0.18,0.00,"mshtml.dll",
38,"[mshtml.dll]",2,1,0.12,0.06,"mshtml.dll",
39,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
40,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
41,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
42,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
43,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
44,"[KernelBase.dll]",1,0,0.06,0.00,"KernelBase.dll",
45,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
46,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
47,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
48,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
49,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
50,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
51,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
52,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
53,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
54,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
38,"[msvcrt.dll]",1,1,0.06,0.06,"msvcrt.dll",
36,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
27,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
28,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
29,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
30,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
31,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
32,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
33,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
34,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
35,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
36,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
37,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
38,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
39,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
23,"[win32u.dll]",13,0,0.77,0.00,"win32u.dll",
24,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
25,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
26,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
27,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
28,"[wow64.dll]",13,0,0.77,0.00,"wow64.dll",
29,"[wow64.dll]",13,0,0.77,0.00,"wow64.dll",
30,"[wow64cpu.dll]",13,0,0.77,0.00,"wow64cpu.dll",
31,"[wow64cpu.dll]",13,0,0.77,0.00,"wow64cpu.dll",
32,"[wow64.dll]",10,0,0.59,0.00,"wow64.dll",
33,"[wow64win.dll]",10,0,0.59,0.00,"wow64win.dll",
34,"[wow64win.dll]",10,7,0.59,0.41,"wow64win.dll",
35,"[δ֪]",3,0,0.18,0.00,"[δ֪]",
36,"[δ֪]",3,0,0.18,0.00,"[δ֪]",
37,"[δ֪]",3,0,0.18,0.00,"[δ֪]",
38,"[δ֪]",3,0,0.18,0.00,"[δ֪]",
39,"[δ֪]",3,0,0.18,0.00,"[δ֪]",
40,"[ntdll.dll]",3,0,0.18,0.00,"ntdll.dll",
41,"[wow64win.dll]",3,0,0.18,0.00,"wow64win.dll",
42,"[wow64.dll]",3,0,0.18,0.00,"wow64.dll",
43,"[wow64.dll]",3,1,0.18,0.06,"wow64.dll",
44,"[wow64cpu.dll]",2,0,0.12,0.00,"wow64cpu.dll",
45,"[ntdll.dll]",2,2,0.12,0.12,"ntdll.dll",
32,"[wow64cpu.dll]",3,3,0.18,0.18,"wow64cpu.dll",
23,"[δ֪]",7,0,0.41,0.00,"[δ֪]",
24,"[ntdll.dll]",7,0,0.41,0.00,"ntdll.dll",
25,"[ntdll.dll]",7,0,0.41,0.00,"ntdll.dll",
26,"[ntdll.dll]",7,0,0.41,0.00,"ntdll.dll",
27,"[ntdll.dll]",7,0,0.41,0.00,"ntdll.dll",
28,"[wow64.dll]",7,0,0.41,0.00,"wow64.dll",
29,"[wow64.dll]",7,0,0.41,0.00,"wow64.dll",
30,"[wow64cpu.dll]",7,0,0.41,0.00,"wow64cpu.dll",
31,"[wow64cpu.dll]",7,0,0.41,0.00,"wow64cpu.dll",
32,"[wow64.dll]",7,0,0.41,0.00,"wow64.dll",
33,"[wow64win.dll]",7,0,0.41,0.00,"wow64win.dll",
34,"[wow64win.dll]",7,6,0.41,0.35,"wow64win.dll",
35,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
36,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
37,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
38,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
39,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
40,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
41,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
42,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
43,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
44,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
23,"[ntdll.dll]",2,2,0.12,0.12,"ntdll.dll",
22,"[ntdll.dll]",335,1,19.81,0.06,"ntdll.dll",
23,"[user32.dll]",334,1,19.75,0.06,"user32.dll",
24,"[user32.dll]",330,0,19.52,0.00,"user32.dll",
25,"[user32.dll]",330,1,19.52,0.06,"user32.dll",
26,"[user32.dll]",324,0,19.16,0.00,"user32.dll",
27,"[mshtml.dll]",324,0,19.16,0.00,"mshtml.dll",
28,"[mshtml.dll]",322,1,19.04,0.06,"mshtml.dll",
29,"[mshtml.dll]",317,1,18.75,0.06,"mshtml.dll",
30,"[mshtml.dll]",315,2,18.63,0.12,"mshtml.dll",
31,"[mshtml.dll]",306,0,18.10,0.00,"mshtml.dll",
32,"[mshtml.dll]",306,2,18.10,0.12,"mshtml.dll",
33,"[mshtml.dll]",304,0,17.98,0.00,"mshtml.dll",
34,"[mshtml.dll]",304,3,17.98,0.18,"mshtml.dll",
35,"[mshtml.dll]",301,2,17.80,0.12,"mshtml.dll",
36,"[mshtml.dll]",299,6,17.68,0.35,"mshtml.dll",
37,"[mshtml.dll]",293,0,17.33,0.00,"mshtml.dll",
38,"[mshtml.dll]",289,4,17.09,0.24,"mshtml.dll",
39,"[mshtml.dll]",279,2,16.50,0.12,"mshtml.dll",
40,"[mshtml.dll]",277,0,16.38,0.00,"mshtml.dll",
